id,name,company,manufacturer_id,sort
1250931,Samsung A7 A710,Samsung,114512,13
1250932,Samsung A7 A720,Samsung,114512,14
1250933,Samsung A8 A530,Samsung,114512,15
1250934,Samsung A8 Plus A730,Samsung,114512,16
1258015,Samsung Chrombook,Samsung,114512,17
1258425,Samsung Chromebook,Samsung,114512,0
1258434,Samsung Cover 7,Samsung,114512,0
1258392,Samsung Fold 3,Samsung,114512,0
1257918,Samsung Galaxy  A10,Samsung,114512,3
1258090,Samsung Galaxy A01,Samsung,114512,18
1258119,Samsung Galaxy A02,Samsung,114512,19
1258088,Samsung Galaxy A02S,Samsung,114512,20
1258301,Samsung Galaxy A03,Samsung,114512,0
1258138,Samsung Galaxy A03s,Samsung,114512,21
1258198,Samsung Galaxy A04,Samsung,114512,0
1258328,Samsung Galaxy A05,Samsung,114512,0
1258413,Samsung Galaxy A05S,Samsung,114512,0
1258366,Samsung Galaxy A06 4G,Samsung,114512,0
1258121,Samsung Galaxy A11,Samsung,114512,22
1258087,Samsung Galaxy A12,Samsung,114512,23
1258296,Samsung Galaxy A12,Samsung,114512,0
1258314,Samsung Galaxy A13,Samsung,114512,0
1258188,"Samsung Galaxy A13 (March,2022)",Samsung,114512,0
1258187,"Samsung Galaxy A13 (SM-A137) (July,2022)",Samsung,114512,0
1258189,"Samsung Galaxy A13 5G (December,2021)",Samsung,114512,0
1258221,Samsung Galaxy A14 5G,Samsung,114512,0
1258362,Samsung Galaxy A15 5G,Samsung,114512,0
1258376,Samsung Galaxy A16 5G,Samsung,114512,0
1258157,Samsung Galaxy A20,Samsung,114512,0
1258143,Samsung Galaxy A21,Samsung,114512,24
1258045,Samsung Galaxy A21S,Samsung,114512,5
1258158,Samsung Galaxy A21s,Samsung,114512,0
1258118,Samsung Galaxy A22 4G,Samsung,114512,25
1258142,Samsung Galaxy A22 5G,Samsung,114512,26
1258282,Samsung Galaxy A22 5G,Samsung,114512,0
1258185,Samsung Galaxy A23,Samsung,114512,0
1258186,Samsung Galaxy A23 5G,Samsung,114512,0
1258295,Samsung Galaxy A24,Samsung,114512,0
1258423,Samsung Galaxy A25 5G,Samsung,114512,0
1258122,Samsung Galaxy A30,Samsung,114512,27
1258212,Samsung Galaxy A31,Samsung,114512,0
1258227,Samsung Galaxy A31,Samsung,114512,0
1258226,Samsung Galaxy A31 Chargerport,Samsung,114512,0
1258093,Samsung Galaxy A32 4G,Samsung,114512,29
1258129,Samsung Galaxy A32 5G,Samsung,114512,30
1258228,Samsung Galaxy A33,Samsung,114512,0
1258184,Samsung Galaxy A33 5G,Samsung,114512,0
1258241,Samsung Galaxy A34 5G,Samsung,114512,0
1258024,Samsung Galaxy A35 5G,Samsung,114512,34
1258462,Samsung Galaxy A36 5G,Samsung,114512,0
1258155,Samsung Galaxy A50,Samsung,114512,0
1258067,Samsung Galaxy A51,Samsung,114512,31
1258310,Samsung Galaxy A51 5G,Samsung,114512,0
1258064,Samsung Galaxy A52,Samsung,114512,32
1258201,Samsung Galaxy A52 5G,Samsung,114512,0
1258199,Samsung Galaxy A52s,Samsung,114512,0
1258173,Samsung Galaxy A53,Samsung,114512,0
1258321,Samsung Galaxy A53,Samsung,114512,0
1258272,Samsung Galaxy A53 5G,Samsung,114512,0
1258204,Samsung Galaxy A53s,Samsung,114512,0
1258320,Samsung Galaxy A54 5G,Samsung,114512,0
1258460,Samsung Galaxy A55 5G,Samsung,114512,0
1258461,Samsung Galaxy A56 5G,Samsung,114512,0
1258196,Samsung Galaxy A7 (2017),Samsung,114512,0
1258233,Samsung Galaxy A70,Samsung,114512,0
1258089,Samsung Galaxy A71 4G,Samsung,114512,33
